wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
700.00,5.7784312e-14,4.3027231e-15,1.4247639e-16,2.0460579e-17,6.2250062e-14
702.00,5.7425542e-14,4.2620278e-15,1.3930495e-16,1.9995171e-17,6.1846958e-14
704.00,5.706553e-14,4.2217547e-15,1.3621263e-16,1.9541225e-17,6.1443123e-14
706.00,5.6704385e-14,4.1818991e-15,1.3319726e-16,1.9098438e-17,6.1038662e-14
708.00,5.6342216e-14,4.1424564e-15,1.3025672e-16,1.8666515e-17,6.0633674e-14
710.00,5.5979128e-14,4.1034222e-15,1.2738895e-16,1.824517e-17,6.0228261e-14
712.00,5.5615227e-14,4.064792e-15,1.2459195e-16,1.7834125e-17,5.9822519e-14
714.00,5.5250615e-14,4.0265614e-15,1.2186381e-16,1.7433109e-17,5.9416545e-14
716.00,5.4885392e-14,3.9887261e-15,1.1920263e-16,1.7041861e-17,5.9010432e-14
718.00,5.4519657e-14,3.9512818e-15,1.166066e-16,1.6660123e-17,5.8604272e-14
720.00,5.4153506e-14,3.9142241e-15,1.1407395e-16,1.6287648e-17,5.8198157e-14
722.00,5.3787034e-14,3.877549e-15,1.1160298e-16,1.5924194e-17,5.7792173e-14
724.00,5.3420333e-14,3.8412521e-15,1.0919201e-16,1.5569527e-17,5.7386407e-14
726.00,5.3053493e-14,3.8053295e-15,1.0683944e-16,1.5223418e-17,5.6980944e-14
728.00,5.2686602e-14,3.7697769e-15,1.045437e-16,1.4885646e-17,5.6575865e-14
730.00,5.2319747e-14,3.7345905e-15,1.0230327e-16,1.4555994e-17,5.6171252e-14
732.00,5.1953012e-14,3.699766e-15,1.0011667e-16,1.4234253e-17,5.5767182e-14
734.00,5.1586479e-14,3.6652998e-15,9.7982478e-17,1.3920218e-17,5.5363733e-14
736.00,5.1220227e-14,3.6311877e-15,9.5899294e-17,1.3613692e-17,5.4960978e-14
738.00,5.0854335e-14,3.597426e-15,9.3865771e-17,1.3314481e-17,5.455899e-14
740.00,5.0488879e-14,3.5640108e-15,9.1880599e-17,1.3022398e-17,5.4157839e-14
742.00,5.0123932e-14,3.5309383e-15,8.9942504e-17,1.273726e-17,5.3757595e-14
744.00,4.9759567e-14,3.4982049e-15,8.805025e-17,1.2458889e-17,5.3358324e-14
746.00,4.9395852e-14,3.4658068e-15,8.6202636e-17,1.2187113e-17,5.2960091e-14
748.00,4.9032857e-14,3.4337403e-15,8.4398497e-17,1.1921763e-17,5.2562958e-14
750.00,4.8670646e-14,3.4020018e-15,8.26367e-17,1.1662677e-17,5.2166987e-14
752.00,4.8309284e-14,3.3705878e-15,8.0916143e-17,1.1409695e-17,5.1772236e-14
754.00,4.7948833e-14,3.3394947e-15,7.9235757e-17,1.1162663e-17,5.1378763e-14
756.00,4.7589352e-14,3.308719e-15,7.7594505e-17,1.092143e-17,5.0986623e-14
758.00,4.72309e-14,3.2782572e-15,7.5991377e-17,1.0685849e-17,5.059587e-14
760.00,4.6873533e-14,3.2481059e-15,7.4425391e-17,1.0455779e-17,5.0206554e-14
762.00,4.6517306e-14,3.2182618e-15,7.2895595e-17,1.023108e-17,4.9818727e-14
764.00,4.6162271e-14,3.1887215e-15,7.1401063e-17,1.0011617e-17,4.9432437e-14
766.00,4.5808478e-14,3.1594816e-15,6.9940893e-17,9.7972595e-18,4.9047729e-14
768.00,4.5455977e-14,3.130539e-15,6.8514212e-17,9.5878795e-18,4.8664648e-14
770.00,4.5104815e-14,3.1018903e-15,6.7120167e-17,9.3833524e-18,4.8283238e-14
772.00,4.4755037e-14,3.0735323e-15,6.5757933e-17,9.1835574e-18,4.7903539e-14
774.00,4.4406687e-14,3.0454619e-15,6.4426706e-17,8.9883764e-18,4.7525591e-14
776.00,4.4059807e-14,3.017676e-15,6.3125702e-17,8.7976948e-18,4.7149433e-14
778.00,4.3714438e-14,2.9901715e-15,6.1854163e-17,8.611401e-18,4.6775101e-14
780.00,4.3370618e-14,2.9629452e-15,6.061135e-17,8.4293863e-18,4.6402629e-14
782.00,4.3028384e-14,2.9359942e-15,5.9396542e-17,8.2515449e-18,4.6032051e-14
784.00,4.2687772e-14,2.9093155e-15,5.8209042e-17,8.0777737e-18,4.5663398e-14
786.00,4.2348817e-14,2.8829061e-15,5.7048168e-17,7.9079724e-18,4.5296702e-14
788.00,4.201155e-14,2.856763e-15,5.5913261e-17,7.7420434e-18,4.4931991e-14
790.00,4.1676003e-14,2.8308835e-15,5.4803676e-17,7.5798917e-18,4.4569292e-14
792.00,4.1342206e-14,2.8052646e-15,5.3718787e-17,7.4214245e-18,4.4208631e-14
794.00,4.1010186e-14,2.7799034e-15,5.2657986e-17,7.2665518e-18,4.3850034e-14
796.00,4.067997e-14,2.7547973e-15,5.162068e-17,7.1151858e-18,4.3493523e-14
798.00,4.0351585e-14,2.7299434e-15,5.0606292e-17,6.9672409e-18,4.3139121e-14
800.00,4.0025054e-14,2.705339e-15,4.9614262e-17,6.8226338e-18,4.2786848e-14
802.00,3.9700399e-14,2.6809814e-15,4.8644044e-17,6.6812835e-18,4.2436724e-14
804.00,3.9377644e-14,2.6568678e-15,4.7695106e-17,6.5431109e-18,4.2088767e-14
806.00,3.9056807e-14,2.6329958e-15,4.6766931e-17,6.4080391e-18,4.1742994e-14
808.00,3.8737908e-14,2.6093626e-15,4.5859015e-17,6.2759932e-18,4.1399422e-14
810.00,3.8420965e-14,2.5859656e-15,4.497087e-17,6.1469e-18,4.1058064e-14
812.00,3.8105995e-14,2.5628024e-15,4.4102017e-17,6.0206885e-18,4.0718935e-14
814.00,3.7793013e-14,2.5398704e-15,4.3251994e-17,5.8972894e-18,4.0382048e-14
816.00,3.7482034e-14,2.517167e-15,4.2420346e-17,5.7766351e-18,4.0047413e-14
818.00,3.7173072e-14,2.4946898e-15,4.1606635e-17,5.6586599e-18,3.9715041e-14
820.00,3.6866139e-14,2.4724364e-15,4.0810432e-17,5.5432996e-18,3.9384943e-14
822.00,3.6561246e-14,2.4504044e-15,4.0031319e-17,5.4304919e-18,3.9057126e-14
824.00,3.6258404e-14,2.4285913e-15,3.926889e-17,5.3201758e-18,3.8731598e-14
826.00,3.5957623e-14,2.4069948e-15,3.8522749e-17,5.212292e-18,3.8408366e-14
828.00,3.5658911e-14,2.3856125e-15,3.779251e-17,5.1067828e-18,3.8087435e-14
830.00,3.5362276e-14,2.3644423e-15,3.7077799e-17,5.0035918e-18,3.7768811e-14
832.00,3.5067724e-14,2.3434816e-15,3.6378248e-17,4.9026642e-18,3.7452498e-14
834.00,3.4775261e-14,2.3227284e-15,3.5693502e-17,4.8039463e-18,3.7138499e-14
836.00,3.4484894e-14,2.3021804e-15,3.5023214e-17,4.7073862e-18,3.6826816e-14
838.00,3.4196626e-14,2.2818354e-15,3.4367046e-17,4.6129328e-18,3.6517452e-14
840.00,3.391046e-14,2.2616912e-15,3.3724667e-17,4.5205368e-18,3.6210407e-14
842.00,3.36264e-14,2.2417455e-15,3.3095757e-17,4.4301497e-18,3.5905681e-14
844.00,3.3344447e-14,2.2219965e-15,3.2480002e-17,4.3417246e-18,3.5603275e-14
846.00,3.3064604e-14,2.2024418e-15,3.1877099e-17,4.2552154e-18,3.5303187e-14
848.00,3.278687e-14,2.1830794e-15,3.1286749e-17,4.1705775e-18,3.5005416e-14
850.00,3.2511246e-14,2.1639072e-15,3.0708663e-17,4.0877672e-18,3.4709959e-14
852.00,3.2237731e-14,2.1449233e-15,3.0142559e-17,4.006742e-18,3.4416813e-14
854.00,3.1966325e-14,2.1261256e-15,2.9588161e-17,3.9274603e-18,3.4125975e-14
856.00,3.1697024e-14,2.1075121e-15,2.9045201e-17,3.8498817e-18,3.383744e-14
858.00,3.1429828e-14,2.0890808e-15,2.8513419e-17,3.7739669e-18,3.3551204e-14
860.00,3.1164733e-14,2.0708299e-15,2.7992558e-17,3.6996772e-18,3.3267263e-14
862.00,3.0901735e-14,2.0527573e-15,2.748237e-17,3.6269752e-18,3.2985609e-14
864.00,3.0640831e-14,2.0348611e-15,2.6982613e-17,3.5558244e-18,3.2706238e-14
866.00,3.0382016e-14,2.0171396e-15,2.6493051e-17,3.4861889e-18,3.2429142e-14
868.00,3.0125286e-14,1.9995908e-15,2.6013453e-17,3.4180341e-18,3.2154315e-14
870.00,2.9870634e-14,1.9822128e-15,2.5543594e-17,3.3513259e-18,3.1881748e-14
872.00,2.9618056e-14,1.9650039e-15,2.5083256e-17,3.2860313e-18,3.1611435e-14
874.00,2.9367544e-14,1.9479623e-15,2.4632224e-17,3.2221179e-18,3.1343367e-14
876.00,2.9119093e-14,1.9310862e-15,2.419029e-17,3.1595543e-18,3.1077535e-14
878.00,2.8872695e-14,1.9143738e-15,2.375725e-17,3.0983097e-18,3.0813931e-14
880.00,2.8628343e-14,1.8978234e-15,2.3332907e-17,3.038354e-18,3.0552544e-14
882.00,2.8386029e-14,1.8814333e-15,2.2917066e-17,2.9796582e-18,3.0293365e-14
884.00,2.8145746e-14,1.8652017e-15,2.2509539e-17,2.9221935e-18,3.0036385e-14
886.00,2.7907484e-14,1.8491271e-15,2.2110142e-17,2.8659322e-18,2.9781592e-14
888.00,2.7671235e-14,1.8332077e-15,2.1718695e-17,2.810847e-18,2.9528977e-14
890.00,2.743699e-14,1.8174419e-15,2.1335022e-17,2.7569115e-18,2.9278529e-14
892.00,2.7204739e-14,1.801828e-15,2.0958953e-17,2.7040998e-18,2.9030235e-14
894.00,2.6974474e-14,1.7863645e-15,2.0590321e-17,2.6523865e-18,2.8784086e-14
896.00,2.6746184e-14,1.7710498e-15,2.0228962e-17,2.6017471e-18,2.8540069e-14
898.00,2.6519859e-14,1.7558823e-15,1.9874717e-17,2.5521576e-18,2.8298173e-14
900.00,2.6295489e-14,1.7408605e-15,1.9527432e-17,2.5035944e-18,2.8058385e-14
902.00,2.6073064e-14,1.7259828e-15,1.9186954e-17,2.4560346e-18,2.7820694e-14
904.00,2.5852572e-14,1.7112477e-15,1.8853136e-17,2.4094558e-18,2.7585087e-14
906.00,2.5634003e-14,1.6966536e-15,1.8525834e-17,2.3638363e-18,2.7351551e-14
908.00,2.5417346e-14,1.6821993e-15,1.8204906e-17,2.3191547e-18,2.7120073e-14
910.00,2.5202589e-14,1.667883e-15,1.7890215e-17,2.2753901e-18,2.6890641e-14
912.00,2.4989721e-14,1.6537035e-15,1.7581627e-17,2.2325224e-18,2.6663242e-14
914.00,2.477873e-14,1.6396593e-15,1.727901e-17,2.1905317e-18,2.6437863e-14
916.00,2.4569605e-14,1.6257489e-15,1.6982237e-17,2.1493986e-18,2.6214489e-14
918.00,2.4362334e-14,1.6119709e-15,1.6691182e-17,2.1091042e-18,2.5993109e-14
920.00,2.4156904e-14,1.598324e-15,1.6405724e-17,2.0696301e-18,2.5773707e-14
922.00,2.3953304e-14,1.5848069e-15,1.6125742e-17,2.0309582e-18,2.5556271e-14
924.00,2.3751522e-14,1.571418e-15,1.5851121e-17,1.9930711e-18,2.5340787e-14
926.00,2.3551544e-14,1.5581562e-15,1.5581747e-17,1.9559514e-18,2.5127241e-14
928.00,2.3353359e-14,1.5450201e-15,1.5317508e-17,1.9195824e-18,2.491562e-14
930.00,2.3156955e-14,1.5320083e-15,1.5058297e-17,1.8839477e-18,2.4705908e-14
932.00,2.2962317e-14,1.5191196e-15,1.4804006e-17,1.8490314e-18,2.4498093e-14
934.00,2.2769435e-14,1.5063526e-15,1.4554534e-17,1.8148178e-18,2.429216e-14
936.00,2.2578295e-14,1.4937062e-15,1.4309778e-17,1.7812916e-18,2.4088095e-14
938.00,2.2388884e-14,1.4811791e-15,1.406964e-17,1.748438e-18,2.3885884e-14
940.00,2.220119e-14,1.46877e-15,1.3834022e-17,1.7162424e-18,2.3685513e-14
942.00,2.20152e-14,1.4564777e-15,1.3602832e-17,1.6846905e-18,2.3486968e-14
944.00,2.18309e-14,1.4443011e-15,1.3375976e-17,1.6537685e-18,2.3290234e-14
946.00,2.1648279e-14,1.4322388e-15,1.3153365e-17,1.6234628e-18,2.3095297e-14
948.00,2.1467322e-14,1.4202897e-15,1.293491e-17,1.5937602e-18,2.2902143e-14
950.00,2.1288017e-14,1.4084527e-15,1.2720526e-17,1.5646477e-18,2.2710758e-14
952.00,2.1110352e-14,1.3967266e-15,1.2510128e-17,1.5361127e-18,2.2521127e-14
954.00,2.0934312e-14,1.3851102e-15,1.2303634e-17,1.5081427e-18,2.2333236e-14
956.00,2.0759885e-14,1.3736024e-15,1.2100965e-17,1.4807258e-18,2.2147071e-14
958.00,2.0587058e-14,1.3622022e-15,1.190204e-17,1.4538501e-18,2.1962618e-14
960.00,2.0415818e-14,1.3509083e-15,1.1706785e-17,1.427504e-18,2.1779863e-14
962.00,2.0246152e-14,1.3397197e-15,1.1515124e-17,1.4016764e-18,2.1598791e-14
964.00,2.0078047e-14,1.3286353e-15,1.1326983e-17,1.3763562e-18,2.1419388e-14
966.00,1.991149e-14,1.317654e-15,1.1142291e-17,1.3515327e-18,2.124164e-14
968.00,1.9746468e-14,1.3067748e-15,1.0960977e-17,1.3271953e-18,2.1065533e-14
970.00,1.9582968e-14,1.2959967e-15,1.0782974e-17,1.3033338e-18,2.0891053e-14
972.00,1.9420977e-14,1.2853185e-15,1.0608214e-17,1.2799381e-18,2.0718185e-14
974.00,1.9260483e-14,1.2747394e-15,1.0436632e-17,1.2569985e-18,2.0546917e-14
976.00,1.9101472e-14,1.2642581e-15,1.0268164e-17,1.2345052e-18,2.0377234e-14
978.00,1.8943931e-14,1.2538739e-15,1.0102746e-17,1.212449e-18,2.0209122e-14
980.00,1.8787849e-14,1.2435856e-15,9.940319e-18,1.1908207e-18,2.0042567e-14
982.00,1.8633212e-14,1.2333923e-15,9.7808215e-18,1.1696114e-18,1.9877556e-14
984.00,1.8480007e-14,1.223293e-15,9.6241955e-18,1.1488121e-18,1.9714075e-14
986.00,1.8328223e-14,1.2132867e-15,9.4703835e-18,1.1284145e-18,1.955211e-14
988.00,1.8177845e-14,1.2033726e-15,9.3193295e-18,1.1084102e-18,1.9391647e-14
990.00,1.8028863e-14,1.1935497e-15,9.1709788e-18,1.0887909e-18,1.9232674e-14
992.00,1.7881263e-14,1.183817e-15,9.0252777e-18,1.0695486e-18,1.9075176e-14
994.00,1.7735033e-14,1.1741736e-15,8.8821738e-18,1.0506756e-18,1.891914e-14
996.00,1.759016e-14,1.1646187e-15,8.7416158e-18,1.0321642e-18,1.8764554e-14
998.00,1.7446633e-14,1.1551513e-15,8.6035534e-18,1.0140069e-18,1.8611403e-14
1000.00,1.7304439e-14,1.1457705e-15,8.4679375e-18,9.9619635e-19,1.8459675e-14
